3.304485160118962872e-01,3.249036722276159028e-01,3.335102065383755421e-01,3.306666260187386408e-01,3.131189363583730123e-01
2.954800090363470244e-01,2.940651853286485040e-01,2.712697161992936867e-01,2.858004072088579650e-01,2.979662981775658137e-01
2.650612767514176626e-01,2.516378848068989149e-01,2.782520088153890847e-01,2.789430496472749543e-01,2.514431030628214159e-01
2.840385331934627833e-01,2.700392382786749312e-01,2.846694984723153743e-01,2.838639763991876452e-01,2.778158409144323993e-01
2.005919015778170333e-01,1.936953708784694417e-01,2.003274346936318728e-01,2.086767744514223255e-01,2.106981203460076280e-01
2.500855690996536262e-01,2.590940931786002155e-01,2.494783515910276583e-01,2.262399514015090152e-01,2.317287902499170216e-01
1.484304818811860716e-01,1.717744852956120394e-01,1.763364178857136644e-01,1.744227316762528013e-01,1.848939427812667236e-01
1.928984343773076093e-01,2.015405825264980078e-01,2.030952042219647813e-01,2.183596007539669592e-01,1.914073328862061218e-01
1.585329068427659971e-01,1.416997426152355744e-01,1.506133094865489130e-01,1.518432819137044143e-01,1.550274712246543229e-01
1.797524619355605202e-01,1.742921918978256879e-01,1.697797898502123592e-01,1.745009945714171007e-01,1.808968626574260496e-01
